"AUD","HUF","JPY","NOK","SEK","GBP"
1.497,265.34,123.48,8.049,9.6794,0.9024
1.4938,267.2,121.72,8.041,9.728,0.9064
1.4855,266.87,123.16,8.0125,9.718,0.9114
1.4916,266.92,123.84,8.0115,9.7285,0.9086
1.4991,266.15,124.57,8.033,9.7288,0.9083
1.5022,264.6,124.3,8.0155,9.7143,0.9105
1.5005,264.19,124.22,8.0145,9.7242,0.9069
1.4898,262.24,124.43,8.01,9.7403,0.8962
1.4821,261.92,123.33,7.999,9.7243,0.894
1.4727,262.7,122.86,7.973,9.6775,0.8945
1.4815,265.3,121.25,8.0445,9.7585,0.899
1.4742,264.61,122.16,8.042,9.7285,0.9005
1.4655,264.03,122.62,8.028,9.6922,0.8946
1.4619,263.73,123.44,8.077,9.665,0.8944
1.4778,265.03,124,8.098,9.7083,0.9004
1.4734,266,124.75,8.067,9.776,0.8994
1.465,265.9,124.8,8.041,9.7803,0.8933
1.4741,265.75,125.93,8.0135,9.7135,0.8898
1.4685,264.78,126.28,8.0168,9.7288,0.8849
1.4521,265.28,126.04,8.0124,9.663,0.8824
1.441,266.2,125.04,7.965,9.6755,0.8789
1.4394,268.9,123.76,7.9505,9.6785,0.875
1.4378,267.7,125.34,7.9365,9.6941,0.872
1.4635,265.21,126.99,8.0085,9.746,0.8825
1.4646,264.58,126.34,7.994,9.7575,0.8812
1.4583,262.65,127.42,7.9955,9.7327,0.8814
1.4513,263.3,126.18,7.952,9.7069,0.8773
1.4519,263.45,125.3,7.955,9.687,0.8771
1.4625,265.38,123.5,7.983,9.698,0.8805
1.4478,264.93,125.32,7.9475,9.645,0.8765
1.4387,264.13,124.65,7.8955,9.5954,0.869
1.439,264.5,124.03,7.8995,9.6152,0.8668
1.4464,264.45,125.11,7.8765,9.591,0.8673
1.4336,263.42,125.46,7.8505,9.568,0.8624
1.4395,266.75,124.7,7.844,9.577,0.867
1.4343,269.9,124.48,7.875,9.6258,0.8708
1.4272,268.28,124.76,7.843,9.6267,0.8679
1.4292,266.82,125.81,7.8445,9.6217,0.8703
1.4289,268.03,124.95,7.8395,9.6095,0.868
1.4293,273.4,123.66,7.8235,9.5896,0.8632
1.425,276.83,122.66,7.8165,9.6419,0.8551
1.4075,279.42,119.34,7.7855,9.712,0.8429
1.4345,281.6,117.84,7.954,9.7633,0.868
1.4311,273.2,120.97,7.8685,9.6861,0.864
1.42,276.1,117.38,7.841,9.6563,0.8596
1.4143,273.76,118.06,7.7865,9.5781,0.8494
1.4006,272.45,116.99,7.7475,9.5306,0.853
1.4015,276.13,115.55,7.726,9.5745,0.8571
1.4043,277.82,114.17,7.722,9.6035,0.8554
1.4178,277.38,115.32,7.728,9.5545,0.8589
1.4476,279.5,112.49,7.802,9.6075,0.858
1.492,283,111.93,8.045,9.7388,0.8644
1.5135,281.33,112.08,8.143,9.831,0.8703
1.4928,278.34,111.63,8.0848,9.796,0.8608
1.5047,280.38,109.53,8.127,9.8275,0.852
1.478,277.44,111.35,7.9775,9.699,0.8547
1.462,276.86,110.79,7.986,9.666,0.8462
1.4534,273.93,113.06,7.9615,9.658,0.8499
1.4576,275.53,112.62,7.939,9.623,0.8486
1.4595,276.62,110.65,7.942,9.6163,0.8347
1.4641,275.88,112.36,7.922,9.5668,0.8335
1.4469,275.2,113.74,7.866,9.521,0.8357
1.4364,288.8,111.73,7.851,9.5495,0.8275
1.4607,285.7,109.86,7.937,9.6449,0.8246
1.4579,282.2,109.32,7.982,9.6597,0.828
1.4476,281.8,109.99,7.9535,9.6177,0.8259
1.431,282.04,109.84,7.865,9.5775,0.8252
1.4301,279.6,111.13,7.835,9.581,0.8293
1.4219,279,112.43,7.8175,9.567,0.8308
1.4301,280.1,111.77,7.8515,9.6215,0.832
1.4261,281.07,112.15,7.878,9.6014,0.8308
1.4281,279.21,112.89,7.8705,9.574,0.8349
1.4249,280.05,112.12,7.8615,9.5599,0.8357
1.4032,278.03,113.1,7.8575,9.5178,0.8341
1.4012,280.43,111.09,7.933,9.558,0.834
1.4062,280.38,110.76,7.929,9.512,0.8229
1.4179,283.78,109.59,7.978,9.5741,0.8185
1.4219,285,109.99,7.9885,9.561,0.8236
1.4119,285.02,110.25,7.937,9.5584,0.82
1.425,286.76,108.31,7.9085,9.5241,0.8104
1.4403,286,108.79,7.9725,9.5259,0.8175
1.4753,287.45,108.14,8.045,9.6018,0.8222
1.4864,285.7,109.88,8.063,9.552,0.8252
1.4916,286.2,109.93,8.059,9.5995,0.8275
1.4788,284.85,110.46,8.0685,9.625,0.8295
1.4821,284.47,109.56,8.101,9.616,0.8319
1.4471,281.27,111.49,8.066,9.5474,0.8356
1.4452,280.24,111.85,8.042,9.4767,0.836
1.4398,278.91,111.35,8.016,9.456,0.8363
1.4336,277.8,110.95,7.957,9.4033,0.8318
1.4405,278.02,112.49,7.926,9.4118,0.8343
1.4504,278.93,113.11,7.9265,9.4162,0.8357
1.4812,280.85,112.54,8.053,9.481,0.8454
1.4943,289.18,112.84,8.142,9.5312,0.8483
1.4718,290.57,111.5,8.129,9.5007,0.8475
1.4487,284.9,111.52,8.0135,9.4595,0.8395
1.4476,283.25,111.57,7.975,9.4495,0.8428
1.4427,287.17,112.48,7.966,9.441,0.8372
1.4425,287.37,112.31,8.002,9.4862,0.8343
1.4402,283.74,113.79,7.9995,9.4615,0.8382
1.4518,282.24,114.01,7.981,9.4795,0.8339
1.45,283.81,113.64,7.9705,9.4705,0.8367
1.4466,285.62,112.62,7.9405,9.4333,0.8349
1.4348,281.65,113.27,7.8595,9.357,0.826
1.4509,281.81,113.51,7.8815,9.365,0.8298
1.4464,281.89,112.92,7.887,9.3843,0.8284
1.4429,279.68,113.66,7.8765,9.3823,0.8293
1.4356,278.65,113.14,7.8775,9.38,0.8301
1.4423,279.28,113.48,7.8975,9.394,0.8304
1.4468,279.05,113.23,7.898,9.4029,0.8352
1.4401,282.12,110.56,7.9665,9.479,0.8278
1.4321,282.43,109.5,7.9645,9.478,0.8206
1.428,281.08,109.78,7.926,9.5021,0.8212
1.4379,280.2,109.49,7.954,9.4943,0.8211
1.4251,279.5,109.66,7.9065,9.433,0.823
1.4271,278.37,109.93,7.93,9.4453,0.8233
1.4258,276.89,109.82,7.8945,9.4389,0.8206
1.4314,279.4,108.54,7.964,9.4761,0.8191
1.4181,280.71,108.23,7.903,9.394,0.8169
1.4301,285.4,106.19,7.941,9.4165,0.8193
1.4349,284.35,106.49,8.0165,9.471,0.8185
1.4318,283.63,107.15,8.004,9.4297,0.8175
1.4322,284.68,107.74,7.9785,9.3745,0.8206
1.4161,283.49,107.54,7.965,9.3872,0.8165
1.4304,287.68,107.07,8.0245,9.389,0.8248
1.4141,286.3,107.54,7.9425,9.349,0.831
1.4099,285.03,107.81,7.901,9.3185,0.8327
1.4094,284.5,108.38,7.889,9.3131,0.8332
1.4032,284.7,108.42,7.88,9.3013,0.8383
1.3982,286.45,106.86,7.891,9.3185,0.8316
1.3845,288.95,106.41,7.881,9.271,0.822
1.375,285.76,106.46,7.8725,9.2488,0.8258
1.3739,283.85,106.84,7.876,9.2019,0.8234
1.3732,283.76,107.69,7.852,9.184,0.8312
1.3758,283.76,107.04,7.878,9.226,0.8343
1.3863,281.82,111.04,7.897,9.195,0.8355
1.3958,281.62,111.93,7.9555,9.218,0.8372
1.3886,282.82,111.98,7.965,9.2295,0.8357
1.3826,281.25,112.07,7.954,9.178,0.8383
1.3852,279.88,112.05,7.9295,9.1459,0.8455
1.3983,279.65,113.14,7.8965,9.1276,0.8553
1.4058,280.85,112.49,7.9195,9.2054,0.8505
1.4047,278.75,113.2,7.9475,9.207,0.8535
1.4026,276.69,113.52,7.9145,9.171,0.8504
1.4012,277.95,113.22,7.967,9.224,0.8498
1.3999,276.15,113.85,7.967,9.1545,0.8618
1.407,275.75,113.68,7.968,9.1421,0.8599
1.4114,273.85,114.26,8.04,9.2183,0.8676
1.4153,272.22,114.1,8.03,9.2398,0.8656
1.4338,272.73,114.8,8.041,9.2626,0.8667
1.4221,270.33,114.98,8.034,9.2993,0.8726
1.4132,273.33,115.1,8.083,9.3208,0.8747
1.4252,275.55,114.21,8.1,9.317,0.8751
1.4153,274.03,114.24,8.1235,9.2715,0.8746
1.4076,273.85,113.35,8.124,9.246,0.8736
1.4128,273.45,114.23,8.135,9.2662,0.8812
1.4145,273.63,114.43,8.0695,9.234,0.8792
1.4142,274.18,114.28,8.0925,9.223,0.8775
1.4087,276.63,113,8.15,9.2871,0.8747
1.4159,276.89,113.16,8.169,9.335,0.8806
1.4151,275.58,112.59,8.1585,9.3115,0.882
1.4208,274.5,113.65,8.1385,9.2675,0.8902
1.4198,275.35,113.18,8.143,9.2565,0.8873
1.4107,273.53,113.21,8.0935,9.199,0.8925
1.4108,274.6,113.11,8.12,9.3028,0.8769
1.4194,275.04,112.78,8.145,9.3317,0.8723
1.4158,273.25,112.57,8.15,9.3164,0.8704
1.4216,271.76,111.87,8.192,9.361,0.8686
1.4094,270.75,111.94,8.1455,9.2765,0.8668
1.4021,270.75,113.18,8.203,9.323,0.8749
1.4058,272,113.67,8.208,9.324,0.8703
1.4056,272.4,115.15,8.148,9.255,0.8759
1.3865,273.71,114.41,8.119,9.291,0.8679
1.377,274.6,112.88,8.085,9.294,0.8627
1.3726,274.15,112.44,8.077,9.3083,0.8623
1.3766,273.4,113.48,8.076,9.2975,0.8569
1.3682,276.54,112.78,8.091,9.3102,0.8491
1.3835,276.01,112.59,8.133,9.3582,0.8507
1.3822,276.48,113.31,8.1355,9.369,0.8479
1.3874,276.95,113.21,8.167,9.3753,0.851
1.3801,278.11,112.5,8.185,9.398,0.8489
1.3812,275.09,113.72,8.162,9.3573,0.8522
1.3903,274.25,114.09,8.2,9.3945,0.8552
1.3817,273.11,113.97,8.207,9.3855,0.8549
1.3789,275.3,112.5,8.207,9.3865,0.8479
1.3632,275.58,111.28,8.1445,9.2923,0.8438
1.3595,277.35,111.35,8.1275,9.2705,0.8465
1.3715,279.9,110.92,8.177,9.307,0.8447
1.3662,280.58,110.73,8.1285,9.2205,0.844
1.3595,284.18,109,8.091,9.1715,0.8377
1.3615,280.45,110.37,8.06,9.154,0.8393
1.3614,278.75,110.97,8.06,9.1531,0.8445
1.3508,278.03,110.86,8.005,9.1265,0.848
1.3454,280.15,110.06,7.9785,9.1115,0.8472
1.3419,278,110.43,7.966,9.098,0.8467
1.348,278.85,111.08,7.9625,9.1484,0.8367
1.3432,277.39,111.02,7.955,9.131,0.8382
1.3399,278.2,110.8,7.9375,9.1077,0.8371
1.339,278.34,111.55,7.9265,9.1464,0.8438
1.3433,277.33,111.63,7.896,9.1284,0.8487
1.3436,274.63,111.88,7.866,9.0798,0.8529
1.3373,273.7,111.28,7.895,9.0381,0.8479
1.3428,272.75,111.26,7.8925,9.0223,0.8519
1.3232,274.83,110.1,7.8605,8.986,0.8462
1.3183,275.6,110,7.862,8.9795,0.8503
1.3143,276.2,109.68,7.8715,8.9812,0.8492
1.3049,278.43,108.95,7.837,8.963,0.8482
1.3052,279.2,108.63,7.826,8.9885,0.8496
1.3113,278.83,108.89,7.835,8.9771,0.8523
1.3038,279.15,108.2,7.8255,8.9968,0.8535
1.2975,279.4,107.99,7.809,8.9885,0.8539
1.3079,279,108.24,7.819,9.0133,0.8602
1.3136,277.95,108.65,7.8,8.9655,0.8608
1.3085,278.39,108.7,7.78,8.937,0.8613
1.3298,275.85,110.2,7.809,8.9545,0.8588
1.3215,277.05,108.72,7.7895,8.9295,0.8483
1.3138,275.95,108.92,7.7475,8.921,0.8445
1.306,277.27,108.29,7.726,8.9378,0.8383
1.3037,280.42,107.17,7.7085,8.9205,0.8318
1.3134,279.24,107.61,7.726,8.874,0.8319
1.3098,275.57,108.17,7.706,8.8435,0.8316
1.3203,274.61,109.5,7.797,8.9005,0.8357
1.3528,276.6,110.71,7.85,8.9765,0.8422
1.3371,274.74,109.91,7.786,8.916,0.8361
1.3416,272.6,110.29,7.82,8.9203,0.8357
1.3425,272.4,110.85,7.826,8.9325,0.8433
1.3583,275,110.93,7.8745,8.949,0.8436
1.3666,274.24,111.87,7.892,8.959,0.8482
1.369,274.02,112.46,7.883,8.953,0.8516
1.3724,275.22,112.08,7.848,8.9074,0.862
1.3725,274.23,112.47,7.8665,8.8585,0.8632
1.3845,272.9,113.9,7.923,8.8452,0.8596
1.3751,271.7,112.76,7.933,8.853,0.8609
1.3763,273.85,112.49,7.927,8.867,0.8609
1.3647,271.6,112.19,7.882,8.805,0.8536
1.3676,269.59,112.35,7.884,8.8615,0.8519
1.3582,269.75,112.46,7.8585,8.88,0.8487
1.3406,270.35,111.42,7.8075,8.8185,0.8472
1.3355,269.17,111.52,7.8385,8.805,0.8402
1.3457,269.23,112.09,7.859,8.7715,0.8486
1.351,271.61,112.65,7.8685,8.7885,0.85
1.3559,273.28,112.71,7.932,8.8234,0.8478
1.3544,271.67,113.01,7.93,8.8022,0.8457
1.343,272.35,112.15,7.877,8.7562,0.84
1.3503,271.06,113.21,7.8335,8.7255,0.8375
1.3507,270.77,113.12,7.8275,8.7325,0.8419
1.3498,269.25,113.39,7.8075,8.743,0.8409
1.3479,270.05,113.62,7.7555,8.7328,0.8395
1.3521,271.01,113.68,7.769,8.762,0.8425
1.3635,272.73,113.63,7.7515,8.787,0.8458
1.3691,272.65,113.69,7.739,8.7935,0.8459
1.3682,273.4,112.69,7.719,8.7985,0.8513
1.3577,272.81,112.52,7.764,8.832,0.8553
1.3601,270.72,113.26,7.709,8.7445,0.8528
1.3572,272.64,113.39,7.712,8.709,0.8494
1.3619,271.28,113.33,7.702,8.733,0.8478
1.3609,270.9,113.43,7.7145,8.7576,0.8513
1.3791,271.95,115.63,7.78,8.835,0.858
1.3803,271.66,115.15,7.76,8.8755,0.861
1.3778,272.62,114.64,7.755,8.847,0.8605
1.3759,272.88,115.14,7.751,8.8055,0.859
1.3782,272.98,114.78,7.782,8.8115,0.8566
1.3768,272.8,113.24,7.8055,8.813,0.8612
1.3846,273.05,114.16,7.829,8.8405,0.8659
1.4105,274.04,112.39,7.914,8.979,0.8674
1.4066,273.4,112.43,7.869,8.973,0.8673
1.4216,273.74,110.42,7.8985,8.9905,0.8675
1.424,273.35,114.68,7.883,8.9065,0.8738
1.4114,271.15,115.04,7.8795,8.9006,0.8717
1.4039,270.43,115.15,7.906,8.932,0.8678
1.4006,269.6,114.42,7.891,8.931,0.8699
1.3888,267.78,114.34,7.883,8.9455,0.8741
1.3807,266.33,114.57,7.884,8.9922,0.8778
1.3678,267.3,114.59,7.8745,8.9729,0.8782
1.3759,267.78,115.6,7.904,8.985,0.8814
1.3668,267.1,117.01,7.8675,8.9185,0.8789
1.3736,265.72,117.61,7.833,8.9329,0.8837
1.3649,266.26,118.56,7.8055,8.9382,0.8815
1.3722,265.4,119.56,7.8205,8.988,0.881
1.373,264.44,119.4,7.791,8.9895,0.8729
1.3766,263.24,121.82,7.785,9.0124,0.8775
1.3614,264.28,121.7,7.8175,9.0455,0.8759
1.3687,264.09,122.8,7.802,8.9895,0.881
1.37,265.25,122.26,7.8125,9.0125,0.8836
1.3783,266.35,121.87,7.877,9.0822,0.8884
1.3814,266.17,121.84,7.862,9.03,0.8898
1.3717,267.48,119.85,7.858,9.0293,0.8825
1.373,267.18,120.37,7.808,8.966,0.8838
1.3575,267.34,118.25,7.788,8.9352,0.8775
1.3622,266.88,118.23,7.7635,8.921,0.878
1.3611,264.05,120.13,7.7895,8.9011,0.8867
1.3562,263.8,119.52,7.7842,8.8885,0.8813
1.3591,264.48,119.43,7.78,8.9257,0.8871
1.3563,264.79,120.66,7.7885,8.9364,0.8864
1.3586,264.48,120.97,7.809,8.928,0.8888
1.356,264.5,120.67,7.782,8.914,0.8917
1.3553,264.05,120.85,7.78,8.9267,0.8892
1.3604,265.53,119.36,7.7995,8.9581,0.897
1.3727,264.68,120.62,7.871,9.0105,0.8999
1.3883,265.26,118.2,7.93,9.0682,0.8986
1.3581,264.95,116.5,7.945,9.0215,0.8839
1.3389,264.4,116.28,7.8665,8.9791,0.8792
1.3295,263.85,115.72,7.8035,8.9565,0.8779
1.3255,263.67,116.47,7.789,8.946,0.8708
1.3331,266.08,114.54,7.801,8.9566,0.8701
1.3369,267.05,115.32,7.8405,8.9951,0.878
1.3391,267.93,114.35,7.867,9.009,0.8725
1.3393,267.69,115.69,7.9385,9.0015,0.8729
1.3441,269.03,115.45,7.936,8.984,0.8807
1.3387,267.97,116.83,7.8725,8.964,0.8813
1.3364,268.8,116.27,7.828,8.9324,0.8771
1.3332,270.16,114.68,7.8475,8.9155,0.8698
1.3328,269.4,115.45,7.8385,8.92,0.8729
1.3399,270.06,115.47,7.824,8.915,0.8672
1.3383,269.02,115.95,7.79,8.901,0.8685
1.3346,268.58,115.7,7.769,8.9108,0.8669
1.335,268.07,115.36,7.7485,8.8914,0.8671
1.3504,266.85,117.22,7.759,8.8932,0.872
1.341,266.23,117.11,7.731,8.889,0.8771
1.3563,265.95,116.6,7.7596,8.9607,0.883
1.3592,265.38,116.89,7.7965,8.997,0.8875
1.3597,266.03,117.05,7.8235,8.9965,0.8903
1.3697,265.44,117.55,7.8395,9.0082,0.8924
1.3776,266.15,116.6,7.8855,9.0442,0.8929
1.3791,264.68,116.86,7.873,9.0605,0.8894
1.3644,264.55,116,7.8555,9.0885,0.8884
1.3584,265.3,115.39,7.866,9.1244,0.8806
1.3573,264.51,115.91,7.7965,9.1183,0.881
1.3387,265.85,115.54,7.82,9.1482,0.8797
1.3424,269.2,113.63,7.8785,9.2034,0.8753
1.344,267.66,114.71,7.8695,9.1887,0.8826
1.3528,269,114.24,7.9265,9.1708,0.8795
1.3568,266.93,115.2,7.912,9.1564,0.8867
1.3587,267.6,115.36,7.8665,9.155,0.8931
1.3524,269.36,114.58,7.803,9.165,0.8896
1.3473,269.5,114.06,7.7825,9.1802,0.8885
1.3605,268.96,114.74,7.7845,9.1929,0.8897
1.363,269.73,115.31,7.802,9.2475,0.8942
1.3585,267.05,116.93,7.8055,9.2047,0.8998
1.3485,266.11,116.25,7.7875,9.1739,0.9025
1.3523,264.93,116.92,7.79,9.128,0.905
1.3521,264.03,117.11,7.7605,9.0992,0.9015
1.3526,264.64,117.23,7.7525,9.0806,0.8984
1.342,265.06,116.03,7.7665,9.0902,0.8949
1.3275,264,115.64,7.742,9.095,0.8921
1.3231,263.08,115.98,7.745,9.0838,0.8932
1.3168,266.14,113.16,7.744,9.172,0.8807
1.3184,267.9,111.35,7.772,9.209,0.8827
1.3188,269.88,111.65,7.8355,9.2264,0.8823
1.3202,269.6,112.24,7.838,9.1975,0.881
1.3264,270.7,111.97,7.8665,9.2121,0.8775
1.3237,272.98,111.1,7.867,9.2534,0.8731
1.3273,271.5,111.77,7.862,9.23,0.8789
1.3218,269.18,112.05,7.804,9.1713,0.8807
1.3246,267.93,112.09,7.775,9.1008,0.8787
1.3234,266.65,112.83,7.7675,9.0787,0.8827
1.3249,268.95,112.46,7.7715,9.1083,0.8825
1.3201,267.78,113.02,7.7575,9.0728,0.8823
1.3087,268.2,112.46,7.7615,9.0632,0.8831
1.2931,268.2,110.86,7.7245,9.0735,0.8739
1.305,269.97,110.59,7.737,9.0689,0.8749
1.3041,267.9,110.84,7.6935,9.007,0.8796
1.3075,270.12,109.61,7.646,9.013,0.8718
1.331,272.38,110.18,7.682,9.0875,0.8726
1.3466,272.09,113.24,7.7405,9.1494,0.8714
1.3538,274.1,111.25,7.784,9.207,0.869
1.373,273.95,110.79,7.768,9.2259,0.8691
1.399,274.7,110.24,7.8295,9.2127,0.8731
1.3891,273.18,109.84,7.8105,9.2323,0.8843
1.3875,276.77,108.29,7.8205,9.2947,0.8757
1.378,273.68,109.07,7.826,9.2376,0.8763
1.375,271.66,109.87,7.8705,9.285,0.877
1.379,271.18,110.12,7.865,9.2498,0.8785
1.3687,269.4,110.77,7.7985,9.1685,0.8776
1.3754,272.13,110.08,7.8035,9.159,0.8706
1.3783,272.15,110,7.8575,9.2204,0.8697
1.3781,272.83,110.65,7.836,9.1403,0.8737
1.3771,271.78,110.72,7.808,9.1046,0.876
1.3767,272.05,110.51,7.8425,9.1234,0.8771
1.375,272.4,111.31,7.788,9.1099,0.8812
1.3727,272.66,110.41,7.7735,9.1082,0.8857
1.3647,272.55,111.05,7.774,9.1157,0.8846
1.3536,272.79,110.55,7.772,9.19,0.8837
1.3529,272,110.55,7.7395,9.164,0.8856
1.3349,273.11,110.08,7.685,9.096,0.8812
1.3328,275.43,109.56,7.6765,9.1237,0.8789
1.3371,277.62,108.56,7.6725,9.0975,0.8751
1.3356,277.23,109.09,7.5965,9.0888,0.8771
1.3222,276.35,108.38,7.5425,8.9729,0.878
1.3212,276.95,108.41,7.5585,8.9556,0.8767
1.3125,280.07,107.48,7.5315,8.8945,0.8659
1.3225,282.55,105.32,7.5905,8.9905,0.8601
1.3214,283.59,105.01,7.7275,9.126,0.8631
1.3401,286.23,105.48,7.746,9.172,0.8695
1.3416,285.5,105.67,7.7355,9.194,0.873
1.3306,287.25,105.6,7.738,9.161,0.8717
1.3326,290.41,104.62,7.741,9.1684,0.8681
1.3332,290.33,104.92,7.7615,9.1198,0.8723
1.3358,293.05,104.07,7.757,9.117,0.8731
1.3691,293.06,102.59,7.827,9.2762,0.8732
1.3838,291.75,102.32,7.8855,9.3127,0.8723
1.3794,289.42,103.05,7.826,9.2475,0.8696
1.369,286.36,103.83,7.79,9.1774,0.8698
1.3775,290.38,104.22,7.815,9.193,0.8718
1.3864,291.85,104.46,7.843,9.2116,0.8707
1.3874,292.55,103.79,7.888,9.258,0.8667
1.3838,294.5,102.39,7.826,9.1592,0.8596
1.3984,299.63,101.08,7.836,9.1628,0.8565
1.3913,298.84,102.25,7.8105,9.119,0.863
1.3725,296.55,101.87,7.8245,9.165,0.8668
1.3726,296.63,103.02,7.8,9.133,0.8648
1.368,293.6,104.26,7.8025,9.1249,0.8689
1.3684,295.05,104.26,7.781,9.1202,0.8702
1.3609,292.03,105.77,7.783,9.1171,0.8753
1.3536,291.8,105.48,7.757,9.1374,0.8759
1.3467,292.7,106.42,7.7455,9.1395,0.8748
1.3406,293.94,106.43,7.732,9.1582,0.874
1.3489,298.4,104.97,7.7605,9.1589,0.8702
1.3402,295.8,106.19,7.735,9.1245,0.875
1.3449,296.24,106.07,7.7085,9.0978,0.875
1.3401,298.46,105.82,7.706,9.1031,0.8678
1.332,297.4,105.45,7.6915,9.1065,0.8691
1.3285,297.07,105.98,7.6855,9.111,0.8701
1.3423,297.86,105.67,7.68,9.0967,0.8719
1.3188,302.2,106.39,7.656,9.028,0.8763
1.327,300.35,107.29,7.6725,9.0182,0.8793
1.3225,303.55,109.22,7.7015,9.009,0.8731
1.3237,309.48,106.58,7.758,9.0625,0.8551
1.3303,305.36,107.78,7.7585,9.073,0.8619
1.3215,302.9,107.33,7.721,9.0272,0.8593
1.328,304.05,107.55,7.764,9.1113,0.8612
1.3296,306.71,107.3,7.7475,9.0845,0.8566
1.3339,307.36,107.51,7.725,9.0355,0.858
1.333,310.5,105.96,7.7645,9.0753,0.8539
1.3389,310.67,105.66,7.742,9.0643,0.8534
1.3428,310.52,105.59,7.752,9.0935,0.8568
1.3351,315.6,105.18,7.754,9.1146,0.8566
1.3351,314.77,104.16,7.8,9.1238,0.8535
1.3323,314,103.77,7.793,9.1313,0.8543
1.3403,312.17,103.76,7.8205,9.1747,0.854
1.3479,305.3,104.06,7.82,9.1606,0.858
1.3614,307.07,103.44,7.8405,9.1795,0.86
1.3718,305.4,104.15,7.825,9.2035,0.8657
1.3762,309.6,103.37,7.8185,9.2157,0.8603
1.3697,309.93,103.07,7.831,9.244,0.8606
1.3664,314.32,102.59,7.836,9.2505,0.8559
1.3435,308.91,103.82,7.8355,9.2597,0.8582
1.3332,309.08,103.82,7.8495,9.2195,0.8537
1.3165,307.63,104,7.753,9.146,0.8558
1.3182,302.5,104.84,7.783,9.1258,0.8591
1.3135,301.69,105.25,7.766,9.0834,0.8602
1.3072,299.98,104.81,7.726,9.046,0.8592
1.3094,300.2,104.15,7.716,9.0552,0.8566
1.3043,300.23,103.99,7.6935,9.0149,0.8575
1.3011,301.02,103.72,7.684,9.014,0.8528
1.3179,305.08,103.95,7.677,9.0185,0.8531
1.3104,305.16,103.12,7.7015,9.0525,0.848
1.3016,304.39,102.6,7.711,9.0605,0.8462
1.3023,304.65,101.44,7.766,9.0852,0.839
1.3103,302.25,101.3,7.7675,9.0708,0.8394
1.306,303.38,101.7,7.7815,9.0337,0.8406
1.3086,303.23,101.52,7.7475,8.9898,0.8398
1.3082,300.56,101.88,7.708,8.978,0.8368
1.2943,302.38,101.66,7.752,9.0021,0.8323
1.2878,306.45,101.93,7.764,8.9952,0.8325
1.2852,306.89,101.93,7.782,8.9648,0.8331
1.2862,305.53,101.75,7.7945,8.9735,0.8335
1.2819,307.05,101.51,7.799,8.9685,0.8342
1.2799,310.75,100.24,7.774,8.9414,0.836
1.2723,314.58,100.2,7.754,8.912,0.8353
1.2662,314.38,99.52,7.754,8.9275,0.8351
1.2595,315.55,99.86,7.735,8.9283,0.8351
1.2552,320.01,99.43,7.7005,8.8985,0.8311
1.2491,320.78,98.67,7.6825,8.8461,0.8267
1.2472,318.45,98.56,7.6745,8.8388,0.8264
1.2468,315.27,97.87,7.657,8.8343,0.824
1.2379,312.31,98.39,7.6555,8.812,0.8282
1.2361,311.93,97.87,7.6505,8.8087,0.8259
1.2303,307.88,97.92,7.677,8.8515,0.8306
1.2364,309.71,98.06,7.693,8.8892,0.8332
1.2289,309.75,97.25,7.6705,8.8748,0.8275
1.2279,310.93,98.2,7.6635,8.8376,0.8305
1.2344,306.15,98.53,7.7045,8.8236,0.8338
1.2391,302.11,99.19,7.662,8.7605,0.8356
1.2379,304.68,99.53,7.66,8.7804,0.8339
1.2332,301.89,100.1,7.6645,8.7791,0.8363
1.2429,302.38,100.89,7.639,8.794,0.8346
1.2367,298.38,101.02,7.6825,8.8506,0.832
1.2326,294.8,101.98,7.6465,8.8775,0.838
1.2326,293.95,101.18,7.645,8.8966,0.8368
1.2427,296.04,100.53,7.681,8.8996,0.8358
1.2366,293.91,100.63,7.656,8.8967,0.8351
1.2312,292.49,100.29,7.654,8.8896,0.8312
1.2246,292.87,99.66,7.648,8.8565,0.8277
1.2311,291.8,100.3,7.644,8.848,0.8322
1.2192,293.01,99.97,7.5925,8.8025,0.8281
1.2161,291.66,100.67,7.6225,8.8215,0.8302
1.2251,289.65,102.11,7.629,8.8285,0.8349
1.2295,290.9,102.63,7.63,8.8045,0.8367
1.2381,293.58,102.43,7.618,8.8065,0.8363
1.2326,290.45,102.86,7.571,8.8098,0.8388
1.2298,291.58,102.85,7.535,8.7814,0.8377
1.2195,289.63,102.73,7.5285,8.7861,0.8348
1.2168,293.9,102.31,7.5515,8.8065,0.8285
1.223,290.14,104.39,7.4975,8.8316,0.8311
1.2303,287.4,105.47,7.488,8.811,0.8364
1.2385,288.03,105.38,7.52,8.8107,0.8364
1.2441,288.82,106.22,7.5,8.808,0.8442
1.243,289.5,106.72,7.471,8.8175,0.8461
1.2516,288.71,107.99,7.4785,8.8225,0.8481
1.2532,291.73,107.81,7.4975,8.8334,0.845
1.2486,289.63,108.39,7.48,8.8275,0.8479
1.2414,288.71,107.92,7.4405,8.8088,0.8439
1.2353,287.86,107.95,7.4225,8.8135,0.8349
1.2264,289.3,107.74,7.4205,8.8316,0.8327
1.2354,291.26,107.54,7.42,8.8382,0.8347
1.2418,293.43,106.66,7.452,8.8906,0.8326
1.2423,296.28,105.95,7.448,8.924,0.8349
1.2441,292.9,108.18,7.421,8.8894,0.8387
1.2415,291.9,107.93,7.46,8.9075,0.8359
